true_key,true_condition,pred_key,pred_condition,confidence,exact_correct,group_correct
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.808,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.748,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.717,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.786,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.749,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.775,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.703,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.807,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.797,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.902,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.793,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.777,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.761,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.662,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.863,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.758,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.724,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.664,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.685,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.623,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.724,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.711,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.818,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.72,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.916,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.733,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.809,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.815,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.651,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.798,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.744,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.728,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.792,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.829,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.769,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.804,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.738,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.656,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.715,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.728,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.768,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.786,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.712,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.799,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.752,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.611,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.685,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.807,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.739,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.754,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.731,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.795,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.746,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.611,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.745,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.731,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.737,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.795,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.798,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.85,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.871,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.844,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.723,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.748,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.693,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.831,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.706,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.773,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.71,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.671,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.779,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.881,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.677,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.835,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.776,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.647,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.702,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.742,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.65,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.757,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.703,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.712,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.896,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.813,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.775,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.756,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.83,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.642,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.829,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.719,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.79,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.781,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.722,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.671,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.771,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.821,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.729,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.707,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.788,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.793,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.781,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.666,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.695,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.819,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.748,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.843,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.807,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.758,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.735,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.756,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.88,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.738,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.765,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.808,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.875,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.75,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.836,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.751,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.706,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.683,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.706,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.809,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.658,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.814,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.715,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.623,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.862,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.846,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.851,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.781,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.658,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.68,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.66,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.721,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.702,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.739,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.692,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.861,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.734,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.754,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.689,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.665,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.663,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.678,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.836,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.666,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.823,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.762,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.787,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.759,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.676,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.775,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.747,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.726,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.808,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.807,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.635,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.669,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.756,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.676,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.739,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.777,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.7,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.744,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.758,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.771,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.758,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.688,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.731,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.812,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.672,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.703,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.647,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.716,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.762,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.747,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.696,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.693,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.7,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.732,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.875,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.62,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.731,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.796,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.789,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.898,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.818,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.772,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.693,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.665,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.748,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.755,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.634,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.756,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.854,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.747,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.627,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.641,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.706,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.817,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.719,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.897,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.788,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.733,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.815,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.726,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.831,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.61,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.795,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.75,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.736,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.687,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.75,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.74,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.686,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.668,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.709,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.611,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.659,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.733,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.697,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.644,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.798,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.665,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.785,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.669,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.855,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.627,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.779,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.827,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.826,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.8,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.82,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.739,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.747,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.852,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.773,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.757,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.759,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.727,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.733,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.784,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.739,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.73,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.807,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.687,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.78,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.752,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.703,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.831,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.826,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.769,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.755,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.616,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.746,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.834,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.593,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.744,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.756,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.72,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.828,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.798,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.691,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.751,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.672,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.803,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.884,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.805,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.683,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.691,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.722,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.89,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.756,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.701,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.778,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.893,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.864,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.63,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.733,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.747,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.809,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.824,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.794,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.75,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.754,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.742,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.744,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.715,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.818,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.782,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.69,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.632,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.643,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.718,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.824,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.755,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.726,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.781,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.782,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.648,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.753,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.799,1,1
colorectal_cancer,Colorectal Cancer,colorectal_cancer,Colorectal Cancer,0.728,1,1
